sample_id,filename,ticker,asset_class,date,split,atr,ret_1d,ret_5d,ret_10d,ret_20d,ret_30d,label_1d,label_5d,label_10d,label_20d,label_30d
AAPL_00283,AAPL_00283.png,AAPL,stocks,2019-02-20,train,0.016799,0.006415,0.019696,0.026556,0.087338,0.126707,HOLD,HOLD,HOLD,HOLD,HOLD
AAPL_00284,AAPL_00284.png,AAPL,stocks,2019-02-21,train,0.016164,-0.005654,0.016374,0.01437,0.089624,0.127124,SELL,HOLD,HOLD,HOLD,HOLD
AAPL_00285,AAPL_00285.png,AAPL,stocks,2019-02-22,train,0.015521,0.011104,0.012144,0.008383,0.131446,0.134517,HOLD,HOLD,HOLD,BUY,BUY
AAPL_00286,AAPL_00286.png,AAPL,stocks,2019-02-25,train,0.015687,0.007258,0.011496,-0.000347,0.099417,0.130086,HOLD,HOLD,SELL,HOLD,BUY
AAPL_00287,AAPL_00287.png,AAPL,stocks,2019-02-26,train,0.015225,0.000574,0.009255,0.026451,0.079995,0.138441,HOLD,HOLD,HOLD,HOLD,BUY
AAPL_00288,AAPL_00288.png,AAPL,stocks,2019-02-27,train,0.014931,0.003092,0.00686,0.037049,0.069034,0.134864,HOLD,HOLD,HOLD,HOLD,BUY
AAPL_00289,AAPL_00289.png,AAPL,stocks,2019-02-28,train,0.014458,-0.009885,-0.002003,0.03837,0.074896,0.13737,SELL,SELL,HOLD,HOLD,BUY
AAPL_00290,AAPL_00290.png,AAPL,stocks,2019-03-01,train,0.01427,0.010456,-0.003761,0.059309,0.086106,0.138895,HOLD,SELL,HOLD,HOLD,BUY
AAPL_00291,AAPL_00291.png,AAPL,stocks,2019-03-04,train,0.015248,0.005017,-0.011843,0.061777,0.082147,0.128037,HOLD,SELL,HOLD,HOLD,BUY
AAPL_00292,AAPL_00292.png,AAPL,stocks,2019-03-05,train,0.014322,-0.001821,0.017196,0.066917,0.083898,0.124829,SELL,HOLD,HOLD,HOLD,BUY
AAPL_00293,AAPL_00293.png,AAPL,stocks,2019-03-06,train,0.01362,-0.005771,0.03019,0.060782,0.100151,0.12675,SELL,HOLD,HOLD,BUY,BUY
AAPL_00294,AAPL_00294.png,AAPL,stocks,2019-03-07,train,0.013714,-0.011642,0.040373,0.075253,0.112753,0.151807,SELL,HOLD,BUY,BUY,BUY
AAPL_00295,AAPL_00295.png,AAPL,stocks,2019-03-08,train,0.014645,0.002374,0.06307,0.123064,0.126135,0.167036,HOLD,BUY,BUY,BUY,BUY
AAPL_00296,AAPL_00296.png,AAPL,stocks,2019-03-11,train,0.017481,0.034056,0.07362,0.099764,0.130432,0.167943,BUY,BUY,BUY,BUY,BUY
AAPL_00297,AAPL_00297.png,AAPL,stocks,2019-03-12,train,0.01796,0.011173,0.049721,0.053543,0.11199,0.148208,HOLD,HOLD,HOLD,HOLD,BUY
AAPL_00298,AAPL_00298.png,AAPL,stocks,2019-03-13,train,0.017327,0.004413,0.030592,0.031985,0.097815,0.135492,HOLD,HOLD,HOLD,HOLD,HOLD
AAPL_00299,AAPL_00299.png,AAPL,stocks,2019-03-14,train,0.01677,0.011055,0.03488,0.036526,0.099,0.121963,HOLD,HOLD,HOLD,HOLD,HOLD
AAPL_00300,AAPL_00300.png,AAPL,stocks,2019-03-15,train,0.017147,0.012924,0.059994,0.026797,0.079586,0.106122,HOLD,BUY,HOLD,HOLD,HOLD
AAPL_00301,AAPL_00301.png,AAPL,stocks,2019-03-18,train,0.016723,0.010157,0.026143,0.02037,0.06626,0.094714,HOLD,HOLD,HOLD,HOLD,HOLD
AAPL_00302,AAPL_00302.png,AAPL,stocks,2019-03-19,train,0.01667,-0.007956,0.003822,0.016981,0.057912,0.065113,SELL,HOLD,HOLD,HOLD,HOLD
AAPL_00303,AAPL_00303.png,AAPL,stocks,2019-03-20,train,0.01785,0.008701,0.001393,0.039369,0.065968,0.120989,HOLD,HOLD,HOLD,HOLD,HOLD
AAPL_00304,AAPL_00304.png,AAPL,stocks,2019-03-21,train,0.02126,0.036168,0.001646,0.0375,0.076553,0.105759,BUY,HOLD,HOLD,HOLD,HOLD
AAPL_00305,AAPL_00305.png,AAPL,stocks,2019-03-22,train,0.023148,-0.020926,-0.033196,0.003071,0.043973,0.081945,SELL,SELL,HOLD,HOLD,HOLD
AAPL_00306,AAPL_00306.png,AAPL,stocks,2019-03-25,train,0.023816,-0.012164,-0.005774,0.030669,0.06818,0.087308,SELL,SELL,HOLD,HOLD,HOLD
AAPL_00307,AAPL_00307.png,AAPL,stocks,2019-03-26,train,0.026504,-0.010386,0.013159,0.058447,0.094664,0.072146,SELL,HOLD,HOLD,HOLD,HOLD
AAPL_00308,AAPL_00308.png,AAPL,stocks,2019-03-27,train,0.025261,0.008954,0.037977,0.06583,0.103507,0.082728,HOLD,HOLD,HOLD,HOLD,HOLD
AAPL_00309,AAPL_00309.png,AAPL,stocks,2019-03-28,train,0.023329,0.001326,0.035854,0.062474,0.085436,0.062972,HOLD,HOLD,HOLD,HOLD,HOLD
AAPL_00310,AAPL_00310.png,AAPL,stocks,2019-03-29,train,0.021307,0.006497,0.036268,0.052789,0.079325,0.047696,HOLD,HOLD,HOLD,HOLD,HOLD
AAPL_00311,AAPL_00311.png,AAPL,stocks,2019-04-01,train,0.020782,0.006768,0.036443,0.04589,0.074345,-0.018677,HOLD,HOLD,HOLD,HOLD,SELL
AAPL_00312,AAPL_00312.png,AAPL,stocks,2019-04-02,train,0.020389,0.014432,0.045288,0.040931,0.048132,-0.009739,HOLD,HOLD,HOLD,HOLD,SELL
AAPL_00313,AAPL_00313.png,AAPL,stocks,2019-04-03,train,0.019972,0.006831,0.027853,0.026599,0.08162,-0.012263,HOLD,HOLD,HOLD,HOLD,SELL
AAPL_00314,AAPL_00314.png,AAPL,stocks,2019-04-04,train,0.019514,0.001739,0.02662,0.039053,0.068259,-0.023504,HOLD,HOLD,HOLD,HOLD,SELL
AAPL_00315,AAPL_00315.png,AAPL,stocks,2019-04-05,train,0.017873,0.006672,0.016522,0.040901,0.078874,-0.030941,HOLD,HOLD,HOLD,HOLD,SELL
AAPL_00316,AAPL_00316.png,AAPL,stocks,2019-04-08,train,0.018123,0.015614,0.009448,0.037511,0.056639,-0.069382,HOLD,HOLD,HOLD,HOLD,SELL
AAPL_00317,AAPL_00317.png,AAPL,stocks,2019-04-09,train,0.018118,-0.003003,-0.004357,0.036218,0.013699,-0.066006,SELL,SELL,HOLD,HOLD,SELL
AAPL_00318,AAPL_00318.png,AAPL,stocks,2019-04-10,train,0.017414,0.005598,-0.001254,0.037677,0.016899,-0.083688,HOLD,SELL,HOLD,HOLD,SELL
AAPL_00319,AAPL_00319.png,AAPL,stocks,2019-04-11,train,0.016793,-0.008359,0.012434,0.022963,0.000498,-0.106503,SELL,HOLD,HOLD,HOLD,SELL
AAPL_00320,AAPL_00320.png,AAPL,stocks,2019-04-12,train,0.017188,-0.000402,0.02438,0.026536,-0.005093,-0.101992,SELL,HOLD,HOLD,SELL,SELL
AAPL_00321,AAPL_00321.png,AAPL,stocks,2019-04-15,train,0.01613,0.001809,0.028063,0.028454,-0.064568,-0.105733,HOLD,HOLD,HOLD,SELL,SELL
AAPL_00322,AAPL_00322.png,AAPL,stocks,2019-04-16,train,0.01586,0.0001,0.040575,0.007201,-0.05067,-0.112322,HOLD,HOLD,HOLD,SELL,SELL
AAPL_00323,AAPL_00323.png,AAPL,stocks,2019-04-17,train,0.016937,0.019286,0.038931,0.055021,-0.038862,-0.107249,HOLD,HOLD,HOLD,SELL,SELL
AAPL_00324,AAPL_00324.png,AAPL,stocks,2019-04-18,train,0.015749,0.003587,0.010529,0.029206,-0.062557,-0.144817,HOLD,HOLD,HOLD,SELL,AVOID
AAPL_00325,AAPL_00325.png,AAPL,stocks,2019-04-22,train,0.015349,0.003281,0.002156,0.037973,-0.071843,-0.158566,HOLD,HOLD,HOLD,SELL,AVOID
AAPL_00326,AAPL_00326.png,AAPL,stocks,2019-04-23,train,0.015813,0.01432,0.000391,0.019129,-0.106893,-0.125916,HOLD,HOLD,HOLD,AVOID,SELL
AAPL_00327,AAPL_00327.png,AAPL,stocks,2019-04-24,train,0.014623,-0.001543,-0.033373,-0.022519,-0.102224,-0.124222,SELL,SELL,SELL,AVOID,AVOID
AAPL_00328,AAPL_00328.png,AAPL,stocks,2019-04-25,train,0.014373,-0.009117,0.016089,-0.020778,-0.121365,-0.108104,SELL,HOLD,SELL,AVOID,SELL
AAPL_00329,AAPL_00329.png,AAPL,stocks,2019-04-26,train,0.014509,-0.004786,0.018677,-0.022464,-0.129465,-0.072718,SELL,HOLD,SELL,AVOID,SELL
AAPL_00330,AAPL_00330.png,AAPL,stocks,2019-04-29,train,0.013951,0.001516,0.035817,-0.031629,-0.128528,-0.055234,HOLD,HOLD,SELL,AVOID,SELL
AAPL_00331,AAPL_00331.png,AAPL,stocks,2019-04-30,train,0.015675,-0.019444,0.018737,-0.093022,-0.134187,-0.045237,SELL,HOLD,AVOID,AVOID,SELL
AAPL_00332,AAPL_00332.png,AAPL,stocks,2019-05-01,train,0.023313,0.047919,0.010854,-0.057871,-0.119524,-0.028981,BUY,HOLD,SELL,SELL,SELL
AAPL_00333,AAPL_00333.png,AAPL,stocks,2019-05-02,train,0.023067,-0.006529,-0.036868,-0.093883,-0.16227,-0.077107,SELL,SELL,SELL,AVOID,SELL
AAPL_00334,AAPL_00334.png,AAPL,stocks,2019-05-03,train,0.021706,0.012355,-0.041141,-0.091763,-0.174022,-0.077866,HOLD,SELL,SELL,AVOID,SELL
AAPL_00335,AAPL_00335.png,AAPL,stocks,2019-05-06,train,0.024007,-0.015563,-0.067446,-0.109816,-0.196539,-0.084272,SELL,SELL,SELL,AVOID,SELL
AAPL_00336,AAPL_00336.png,AAPL,stocks,2019-05-07,train,0.025699,-0.027327,-0.111759,-0.126022,-0.145045,-0.045463,SELL,AVOID,AVOID,SELL,SELL
AAPL_00337,AAPL_00337.png,AAPL,stocks,2019-05-08,train,0.024632,0.000197,-0.068726,-0.079705,-0.101703,-0.021062,HOLD,SELL,SELL,SELL,SELL
AAPL_00338,AAPL_00338.png,AAPL,stocks,2019-05-09,train,0.025448,-0.010802,-0.057015,-0.100586,-0.087326,-0.013256,SELL,SELL,SELL,SELL,SELL
AAPL_00339,AAPL_00339.png,AAPL,stocks,2019-05-10,train,0.026843,-0.01395,-0.050622,-0.107001,-0.050254,-0.005869,SELL,SELL,SELL,SELL,SELL
AAPL_00340,AAPL_00340.png,AAPL,stocks,2019-05-13,train,0.032954,-0.059877,-0.04237,-0.096899,-0.023605,0.007075,AVOID,SELL,SELL,SELL,HOLD
AAPL_00341,AAPL_00341.png,AAPL,stocks,2019-05-14,train,0.03164,0.015706,-0.014262,-0.041165,0.047784,0.051678,HOLD,SELL,SELL,HOLD,HOLD
AAPL_00342,AAPL_00342.png,AAPL,stocks,2019-05-15,train,0.031471,0.011908,-0.010979,-0.061652,0.028891,0.05737,HOLD,SELL,SELL,HOLD,HOLD
AAPL_00343,AAPL_00343.png,AAPL,stocks,2019-05-16,train,0.02981,-0.004409,-0.043571,-0.068387,0.016776,0.045162,SELL,SELL,SELL,HOLD,HOLD
AAPL_00344,AAPL_00344.png,AAPL,stocks,2019-05-17,train,0.028739,-0.005698,-0.056379,-0.082259,0.013897,0.040418,SELL,SELL,SELL,HOLD,HOLD
AAPL_00345,AAPL_00345.png,AAPL,stocks,2019-05-20,train,0.031059,-0.031769,-0.054529,-0.086723,0.025544,0.06429,SELL,SELL,SELL,HOLD,HOLD
AAPL_00346,AAPL_00346.png,AAPL,stocks,2019-05-21,train,0.030493,0.01899,-0.026903,-0.019023,0.080559,0.101897,HOLD,SELL,SELL,HOLD,HOLD
AAPL_00347,AAPL_00347.png,AAPL,stocks,2019-05-22,train,0.029322,-0.020684,-0.050673,-0.021998,0.058643,0.09116,SELL,SELL,SELL,HOLD,HOLD
AAPL_00348,AAPL_00348.png,AAPL,stocks,2019-05-23,train,0.029037,-0.017217,-0.024816,0.013261,0.08733,0.110964,SELL,SELL,HOLD,HOLD,HOLD
AAPL_00349,AAPL_00349.png,AAPL,stocks,2019-05-24,train,0.027778,-0.003848,-0.025881,0.056747,0.101132,0.107351,SELL,SELL,HOLD,HOLD,HOLD
AAPL_00350,AAPL_00350.png,AAPL,stocks,2019-05-28,train,0.026071,-0.004143,-0.032194,0.073294,0.103974,0.11728,SELL,SELL,HOLD,HOLD,HOLD
AAPL_00351,AAPL_00351.png,AAPL,stocks,2019-05-29,train,0.025101,-0.004781,0.00788,0.08895,0.092843,0.131263,SELL,HOLD,HOLD,HOLD,HOLD
AAPL_00352,AAPL_00352.png,AAPL,stocks,2019-05-30,train,0.023679,0.005173,0.028675,0.090543,0.119023,0.128735,HOLD,HOLD,HOLD,HOLD,HOLD
AAPL_00353,AAPL_00353.png,AAPL,stocks,2019-05-31,train,0.022997,-0.018282,0.038076,0.085163,0.113549,0.131215,SELL,HOLD,HOLD,HOLD,HOLD
AAPL_00354,AAPL_00354.png,AAPL,stocks,2019-06-03,train,0.025757,-0.010162,0.082627,0.096156,0.122677,0.158848,SELL,HOLD,HOLD,HOLD,HOLD
AAPL_00355,AAPL_00355.png,AAPL,stocks,2019-06-04,train,0.027347,0.035931,0.105488,0.112267,0.151014,0.165544,HOLD,BUY,HOLD,HOLD,HOLD
AAPL_00356,AAPL_00356.png,AAPL,stocks,2019-06-05,train,0.027671,0.016014,0.08107,0.099582,0.12092,0.123974,HOLD,HOLD,HOLD,HOLD,HOLD
AAPL_00357,AAPL_00357.png,AAPL,stocks,2019-06-06,train,0.026407,0.014575,0.061868,0.080641,0.113158,0.119255,HOLD,HOLD,HOLD,HOLD,HOLD
AAPL_00358,AAPL_00358.png,AAPL,stocks,2019-06-07,train,0.027709,0.026269,0.047086,0.074069,0.097703,0.08964,HOLD,HOLD,HOLD,HOLD,HOLD
AAPL_00359,AAPL_00359.png,AAPL,stocks,2019-06-10,train,0.027675,0.012699,0.013529,0.044385,0.050604,0.085968,HOLD,HOLD,HOLD,HOLD,HOLD
AAPL_00360,AAPL_00360.png,AAPL,stocks,2019-06-11,train,0.026353,0.011513,0.006779,0.03068,0.043986,0.081057,HOLD,HOLD,HOLD,HOLD,HOLD
AAPL_00361,AAPL_00361.png,AAPL,stocks,2019-06-12,train,0.024605,-0.003188,0.018512,0.003894,0.042314,0.068729,SELL,HOLD,HOLD,HOLD,HOLD
AAPL_00362,AAPL_00362.png,AAPL,stocks,2019-06-13,train,0.023514,-0.000206,0.018773,0.02848,0.038192,0.063978,SELL,HOLD,HOLD,HOLD,HOLD
AAPL_00363,AAPL_00363.png,AAPL,stocks,2019-06-14,train,0.023023,-0.007289,0.026983,0.028386,0.046052,0.067657,SELL,HOLD,HOLD,HOLD,HOLD
AAPL_00364,AAPL_00364.png,AAPL,stocks,2019-06-17,train,0.021883,0.005949,0.030857,0.026521,0.062692,0.084241,HOLD,HOLD,HOLD,HOLD,HOLD
AAPL_00365,AAPL_00365.png,AAPL,stocks,2019-06-18,train,0.023367,0.023246,0.023901,0.038746,0.053277,0.07399,HOLD,HOLD,HOLD,HOLD,HOLD
AAPL_00366,AAPL_00366.png,AAPL,stocks,2019-06-19,train,0.021978,-0.002927,-0.014619,0.021338,0.024392,0.070943,SELL,SELL,HOLD,HOLD,HOLD
AAPL_00367,AAPL_00367.png,AAPL,stocks,2019-06-20,train,0.020894,0.008003,0.009707,0.032518,0.038614,0.051993,HOLD,HOLD,HOLD,HOLD,HOLD
AAPL_00368,AAPL_00368.png,AAPL,stocks,2019-06-21,train,0.019913,-0.003415,0.001403,0.023633,0.01557,0.022604,SELL,HOLD,HOLD,HOLD,HOLD
AAPL_00369,AAPL_00369.png,AAPL,stocks,2019-06-24,train,0.018593,-0.001007,-0.004336,0.006219,0.041582,-0.027748,SELL,SELL,HOLD,HOLD,SELL
AAPL_00370,AAPL_00370.png,AAPL,stocks,2019-06-25,train,0.018779,-0.015274,0.014845,0.013306,0.050376,-0.007989,SELL,HOLD,HOLD,HOLD,SELL
AAPL_00371,AAPL_00371.png,AAPL,stocks,2019-06-26,train,0.019971,0.021399,0.035957,0.03842,0.064835,0.017587,HOLD,HOLD,HOLD,HOLD,HOLD
AAPL_00372,AAPL_00372.png,AAPL,stocks,2019-06-27,train,0.018642,-0.0003,0.022811,0.009712,0.035498,0.018005,SELL,HOLD,HOLD,HOLD,HOLD
AAPL_00373,AAPL_00373.png,AAPL,stocks,2019-06-28,train,0.017952,-0.009154,0.02223,0.017666,0.039271,0.010031,SELL,HOLD,HOLD,HOLD,HOLD
AAPL_00374,AAPL_00374.png,AAPL,stocks,2019-07-01,train,0.019985,0.018175,0.010555,0.036171,0.05772,0.016644,HOLD,HOLD,HOLD,HOLD,HOLD
AAPL_00375,AAPL_00375.png,AAPL,stocks,2019-07-02,train,0.018491,0.005837,-0.001539,0.01453,0.035243,0.039946,HOLD,SELL,HOLD,HOLD,HOLD
AAPL_00376,AAPL_00376.png,AAPL,stocks,2019-07-03,train,0.017177,0.008253,0.002463,0.003054,0.049605,0.003891,HOLD,HOLD,HOLD,HOLD,HOLD
AAPL_00377,AAPL_00377.png,AAPL,stocks,2019-07-05,train,0.016308,-0.000881,-0.013098,0.006096,0.019475,-0.009356,SELL,SELL,HOLD,HOLD,SELL
AAPL_00378,AAPL_00378.png,AAPL,stocks,2019-07-08,train,0.017934,-0.020829,-0.004564,-0.008063,-0.001029,0.014846,SELL,SELL,SELL,SELL,HOLD
AAPL_00379,AAPL_00379.png,AAPL,stocks,2019-07-09,train,0.017342,0.006081,0.025616,0.035364,-0.033967,0.054148,HOLD,HOLD,HOLD,SELL,HOLD
AAPL_00380,AAPL_00380.png,AAPL,stocks,2019-07-10,train,0.01668,0.00984,0.01607,0.03707,-0.021295,0.048114,HOLD,HOLD,HOLD,SELL,HOLD
AAPL_00381,AAPL_00381.png,AAPL,stocks,2019-07-11,train,0.016214,-0.007309,0.00059,0.026416,-0.020833,0.049055,SELL,HOLD,HOLD,SELL,HOLD
AAPL_00382,AAPL_00382.png,AAPL,stocks,2019-07-12,train,0.015539,0.007653,0.019195,0.025786,0.008292,0.055517,HOLD,HOLD,HOLD,HOLD,HOLD
AAPL_00383,AAPL_00383.png,AAPL,stocks,2019-07-15,train,0.015153,0.009351,-0.003499,0.021605,-0.007635,0.00054,HOLD,SELL,HOLD,SELL,HOLD
AAPL_00384,AAPL_00384.png,AAPL,stocks,2019-07-16,train,0.014828,-0.003466,0.009747,0.021549,-0.019527,0.01001,SELL,HOLD,HOLD,SELL,HOLD
AAPL_00385,AAPL_00385.png,AAPL,stocks,2019-07-17,train,0.014038,-0.005639,0.021,0.020713,0.025415,0.002128,SELL,HOLD,HOLD,HOLD,HOLD
AAPL_00386,AAPL_00386.png,AAPL,stocks,2019-07-18,train,0.013825,0.011296,0.025825,0.046551,0.000837,0.014456,HOLD,HOLD,HOLD,HOLD,HOLD
AAPL_00387,AAPL_00387.png,AAPL,stocks,2019-07-19,train,0.014666,-0.01504,0.006591,0.013379,-0.015452,0.01995,SELL,HOLD,HOLD,SELL,HOLD
AAPL_00388,AAPL_00388.png,AAPL,stocks,2019-07-22,train,0.015764,0.022597,0.025103,0.007034,0.022909,0.033698,HOLD,HOLD,HOLD,HOLD,HOLD
AAPL_00389,AAPL_00389.png,AAPL,stocks,2019-07-23,train,0.01475,0.007787,0.011802,-0.069331,0.018784,-0.00357,HOLD,HOLD,SELL,HOLD,SELL
AAPL_00390,AAPL_00390.png,AAPL,stocks,2019-07-24,train,0.014047,-0.000815,-0.000287,-0.058365,0.011044,0.005467,SELL,SELL,SELL,HOLD,HOLD
AAPL_00391,AAPL_00391.png,AAPL,stocks,2019-07-25,train,0.013778,-0.007939,0.020726,-0.047248,0.022639,0.025644,SELL,HOLD,SELL,HOLD,HOLD
AAPL_00392,AAPL_00392.png,AAPL,stocks,2019-07-26,train,0.013686,0.003472,0.006788,-0.017493,0.029731,0.033489,HOLD,HOLD,SELL,HOLD,HOLD
AAPL_00393,AAPL_00393.png,AAPL,stocks,2019-07-29,train,0.013723,0.009296,-0.018069,-0.02924,-0.021064,0.034275,HOLD,SELL,SELL,SELL,HOLD
AAPL_00394,AAPL_00394.png,AAPL,stocks,2019-07-30,train,0.013705,-0.004302,-0.081132,-0.041076,-0.011539,0.036723,SELL,AVOID,SELL,SELL,HOLD
AAPL_00395,AAPL_00395.png,AAPL,stocks,2019-07-31,train,0.019918,0.020199,-0.058077,0.004702,-0.018585,0.072325,HOLD,SELL,HOLD,SELL,HOLD
AAPL_00396,AAPL_00396.png,AAPL,stocks,2019-08-01,train,0.024329,-0.021876,-0.067974,-0.045714,-0.032095,0.049888,SELL,SELL,SELL,SELL,HOLD
AAPL_00397,AAPL_00397.png,AAPL,stocks,2019-08-02,train,0.025435,-0.021385,-0.024281,-0.028831,0.006571,0.052118,SELL,SELL,SELL,HOLD,HOLD
AAPL_00398,AAPL_00398.png,AAPL,stocks,2019-08-05,train,0.02952,-0.053768,-0.011171,0.015875,0.026664,0.078747,AVOID,SELL,HOLD,HOLD,HOLD
AAPL_00399,AAPL_00399.png,AAPL,stocks,2019-08-06,train,0.028846,0.018753,0.040056,0.088115,0.065761,0.136146,HOLD,HOLD,HOLD,HOLD,HOLD
AAPL_00400,AAPL_00400.png,AAPL,stocks,2019-08-07,train,0.028885,0.010302,0.06278,0.069409,0.063832,0.126728,HOLD,HOLD,HOLD,HOLD,HOLD
AAPL_00401,AAPL_00401.png,AAPL,stocks,2019-08-08,train,0.028041,0.021816,0.02226,0.069887,0.072892,0.108268,HOLD,HOLD,HOLD,HOLD,HOLD
AAPL_00402,AAPL_00402.png,AAPL,stocks,2019-08-09,train,0.026585,-0.008274,-0.00455,0.047224,0.050982,0.071726,SELL,SELL,HOLD,HOLD,HOLD
AAPL_00403,AAPL_00403.png,AAPL,stocks,2019-08-12,train,0.024964,-0.002541,0.027045,0.008176,0.063515,0.084537,SELL,HOLD,HOLD,HOLD,HOLD
AAPL_00404,AAPL_00404.png,AAPL,stocks,2019-08-13,train,0.029391,0.041476,0.048058,0.029538,0.077799,0.082312,HOLD,HOLD,HOLD,HOLD,HOLD
AAPL_00405,AAPL_00405.png,AAPL,stocks,2019-08-14,train,0.029543,-0.030217,0.006629,-0.023287,0.067623,0.056108,SELL,HOLD,SELL,HOLD,HOLD
AAPL_00406,AAPL_00406.png,AAPL,stocks,2019-08-15,train,0.029201,-0.004994,0.047627,0.013618,0.095601,0.081154,SELL,HOLD,HOLD,HOLD,HOLD
AAPL_00407,AAPL_00407.png,AAPL,stocks,2019-08-16,train,0.02889,0.023321,0.051774,0.035402,0.08095,0.08127,HOLD,HOLD,HOLD,HOLD,HOLD
AAPL_00408,AAPL_00408.png,AAPL,stocks,2019-08-19,train,0.02906,0.018472,-0.018869,0.010789,0.062873,0.081212,HOLD,SELL,HOLD,HOLD,HOLD
AAPL_00409,AAPL_00409.png,AAPL,stocks,2019-08-20,train,0.027106,4.8e-05,-0.018521,-0.022354,0.048032,0.065504,HOLD,SELL,SELL,HOLD,HOLD
AAPL_00410,AAPL_00410.png,AAPL,stocks,2019-08-21,train,0.025577,0.01078,-0.029916,-0.005577,0.05732,0.040069,HOLD,SELL,SELL,HOLD,HOLD
AAPL_00411,AAPL_00411.png,AAPL,stocks,2019-08-22,train,0.024481,-0.000847,-0.034009,0.003005,0.038381,0.037747,SELL,SELL,HOLD,HOLD,HOLD
AAPL_00412,AAPL_00412.png,AAPL,stocks,2019-08-23,train,0.028409,-0.047323,-0.016372,0.003758,0.024502,0.06624,AVOID,SELL,HOLD,HOLD,HOLD
AAPL_00413,AAPL_00413.png,AAPL,stocks,2019-08-26,train,0.027615,0.018821,0.029658,0.055339,0.076361,0.113783,HOLD,HOLD,HOLD,HOLD,HOLD
AAPL_00414,AAPL_00414.png,AAPL,stocks,2019-08-27,train,0.027174,-0.011348,-0.003833,0.048262,0.052774,0.083178,SELL,SELL,HOLD,HOLD,HOLD
AAPL_00415,AAPL_00415.png,AAPL,stocks,2019-08-28,train,0.025118,0.006688,0.024339,0.09091,0.079394,0.106178,HOLD,HOLD,HOLD,HOLD,HOLD
AAPL_00416,AAPL_00416.png,AAPL,stocks,2019-08-29,train,0.024228,0.01679,0.037014,0.081983,0.067535,0.112878,HOLD,HOLD,HOLD,HOLD,HOLD
AAPL_00417,AAPL_00417.png,AAPL,stocks,2019-08-30,train,0.023071,-0.001293,0.02013,0.045547,0.045868,0.122339,SELL,HOLD,HOLD,HOLD,HOLD
AAPL_00418,AAPL_00418.png,AAPL,stocks,2019-09-03,train,0.022882,-0.014671,0.02568,0.052083,0.070423,0.122191,SELL,HOLD,HOLD,HOLD,HOLD
AAPL_00419,AAPL_00419.png,AAPL,stocks,2019-09-04,train,0.022281,0.016824,0.052095,0.070385,0.087858,0.134527,HOLD,HOLD,HOLD,HOLD,HOLD
AAPL_00420,AAPL_00420.png,AAPL,stocks,2019-09-05,train,0.022357,0.019363,0.066571,0.062897,0.045646,0.113658,HOLD,HOLD,HOLD,HOLD,HOLD
AAPL_00421,AAPL_00421.png,AAPL,stocks,2019-09-06,train,0.02057,-9.4e-05,0.044969,0.035376,0.034742,0.098171,SELL,HOLD,HOLD,HOLD,HOLD
AAPL_00422,AAPL_00422.png,AAPL,stocks,2019-09-09,train,0.021185,0.004258,0.025417,0.020744,0.062482,0.103055,HOLD,HOLD,HOLD,HOLD,HOLD
AAPL_00423,AAPL_00423.png,AAPL,stocks,2019-09-10,train,0.021516,0.011744,0.026403,0.021022,0.058444,0.115992,HOLD,HOLD,HOLD,HOLD,HOLD
AAPL_00424,AAPL_00424.png,AAPL,stocks,2019-09-11,train,0.022961,0.0313,0.018291,0.004512,0.034916,0.101958,HOLD,HOLD,HOLD,HOLD,HOLD
AAPL_00425,AAPL_00425.png,AAPL,stocks,2019-09-12,train,0.022022,-0.002239,-0.003674,-0.011515,0.015268,0.083988,SELL,SELL,SELL,HOLD,HOLD
AAPL_00426,AAPL_00426.png,AAPL,stocks,2019-09-13,train,0.022714,-0.019646,-0.009594,-0.014448,0.030895,0.08787,SELL,SELL,SELL,HOLD,HOLD
AAPL_00427,AAPL_00427.png,AAPL,stocks,2019-09-16,train,0.021252,0.005244,-0.004674,0.00032,0.076792,0.119757,HOLD,SELL,HOLD,HOLD,HOLD
AAPL_00428,AAPL_00428.png,AAPL,stocks,2019-09-17,train,0.019449,0.003631,-0.005381,0.018339,0.070108,0.124481,HOLD,SELL,HOLD,HOLD,HOLD
AAPL_00429,AAPL_00429.png,AAPL,stocks,2019-09-18,train,0.018916,0.009336,-0.013778,0.017472,0.064142,0.09745,HOLD,SELL,HOLD,HOLD,HOLD
AAPL_00430,AAPL_00430.png,AAPL,stocks,2019-09-19,train,0.018423,-0.008158,-0.007841,-0.017251,0.050761,0.087991,SELL,SELL,SELL,HOLD,HOLD
AAPL_00431,AAPL_00431.png,AAPL,stocks,2019-09-20,train,0.019038,-0.014726,-0.004854,-0.000634,0.062795,0.118507,SELL,SELL,SELL,HOLD,HOLD
AAPL_00432,AAPL_00432.png,AAPL,stocks,2019-09-23,train,0.017841,0.004536,0.004994,0.041738,0.082311,0.161218,HOLD,HOLD,HOLD,HOLD,BUY
AAPL_00433,AAPL_00433.png,AAPL,stocks,2019-09-24,train,0.018693,-0.004766,0.02372,0.037422,0.094969,0.163228,SELL,HOLD,HOLD,HOLD,BUY
AAPL_00434,AAPL_00434.png,AAPL,stocks,2019-09-25,train,0.018871,0.015272,0.03125,0.030404,0.097446,0.166556,HOLD,HOLD,HOLD,HOLD,BUY
AAPL_00435,AAPL_00435.png,AAPL,stocks,2019-09-26,train,0.017682,-0.005171,-0.009409,0.026784,0.095503,0.151711,SELL,SELL,HOLD,HOLD,BUY
