sample_id,filename,ticker,asset_class,date,split,atr,ret_3d,ret_7d,ret_15d,ret_30d,label_3d,label_7d,label_15d,label_30d
MSFT_00450,MSFT_00450.png,MSFT,stocks,2022-10-18,train,0.036607,-0.005827,-0.026492,-0.041519,0.014533,HOLD,HOLD,HOLD,HOLD
MSFT_00451,MSFT_00451.png,MSFT,stocks,2022-10-19,train,0.0347,0.015064,-0.050521,-0.041215,0.070257,HOLD,HOLD,HOLD,HOLD
MSFT_00452,MSFT_00452.png,MSFT,stocks,2022-10-20,train,0.033705,0.044536,-0.002583,-0.051944,0.076998,BUY,HOLD,HOLD,HOLD
MSFT_00453,MSFT_00453.png,MSFT,stocks,2022-10-21,train,0.03401,0.05963,-0.017169,0.028512,0.079689,BUY,HOLD,HOLD,HOLD
MSFT_00454,MSFT_00454.png,MSFT,stocks,2022-10-24,train,0.033077,-0.045631,-0.059342,0.0204,0.035641,SELL,HOLD,HOLD,HOLD
MSFT_00455,MSFT_00455.png,MSFT,stocks,2022-10-25,train,0.031476,-0.086552,-0.116318,-0.023323,-0.005838,SELL,SELL,HOLD,HOLD
MSFT_00456,MSFT_00456.png,MSFT,stocks,2022-10-26,train,0.038237,-0.060817,-0.156954,-0.035284,-0.0226,SELL,SELL,HOLD,HOLD
MSFT_00457,MSFT_00457.png,MSFT,stocks,2022-10-27,train,0.037698,0.003496,-0.043876,0.046834,0.070018,HOLD,HOLD,HOLD,HOLD
MSFT_00458,MSFT_00458.png,MSFT,stocks,2022-10-28,train,0.038875,0.006243,0.004927,0.066581,0.081937,HOLD,HOLD,HOLD,HOLD
MSFT_00459,MSFT_00459.png,MSFT,stocks,2022-10-31,train,0.03636,-0.069199,-0.030127,0.025243,0.070984,SELL,HOLD,HOLD,HOLD
MSFT_00460,MSFT_00460.png,MSFT,stocks,2022-11-01,train,0.036343,-0.080154,-0.033378,0.044661,0.104281,SELL,HOLD,HOLD,HOLD
MSFT_00461,MSFT_00461.png,MSFT,stocks,2022-11-02,train,0.038077,-0.030165,0.062888,0.074104,0.122655,HOLD,HOLD,HOLD,HOLD
MSFT_00462,MSFT_00462.png,MSFT,stocks,2022-11-03,train,0.036895,0.034693,0.115752,0.120466,0.126225,HOLD,BUY,BUY,HOLD
MSFT_00463,MSFT_00463.png,MSFT,stocks,2022-11-04,train,0.037054,0.066011,0.119933,0.147041,0.135663,BUY,BUY,BUY,HOLD
MSFT_00464,MSFT_00464.png,MSFT,stocks,2022-11-07,train,0.036408,0.013994,0.088888,0.090834,0.0854,HOLD,BUY,HOLD,HOLD
MSFT_00465,MSFT_00465.png,MSFT,stocks,2022-11-08,train,0.034953,0.064204,0.06186,0.056052,0.06215,BUY,HOLD,HOLD,HOLD
MSFT_00466,MSFT_00466.png,MSFT,stocks,2022-11-09,train,0.032937,0.076679,0.057274,0.111472,0.068589,BUY,HOLD,BUY,HOLD
MSFT_00467,MSFT_00467.png,MSFT,stocks,2022-11-10,train,0.039723,0.073156,0.074603,0.128941,0.061963,BUY,BUY,BUY,HOLD
MSFT_00468,MSFT_00468.png,MSFT,stocks,2022-11-11,train,0.037752,-0.004165,-0.001021,0.051177,-0.014832,HOLD,HOLD,HOLD,HOLD
MSFT_00469,MSFT_00469.png,MSFT,stocks,2022-11-14,train,0.036981,-0.019198,-0.005639,0.015241,-0.039128,HOLD,HOLD,HOLD,HOLD
MSFT_00470,MSFT_00470.png,MSFT,stocks,2022-11-15,train,0.035897,0.003352,0.027471,0.017486,-0.026679,HOLD,HOLD,HOLD,HOLD
MSFT_00471,MSFT_00471.png,MSFT,stocks,2022-11-16,train,0.032979,-0.00029,0.025371,0.012684,-0.001161,HOLD,HOLD,HOLD,HOLD
MSFT_00472,MSFT_00472.png,MSFT,stocks,2022-11-17,train,0.031681,0.001323,0.000124,0.023185,-0.007933,HOLD,HOLD,HOLD,HOLD
MSFT_00473,MSFT_00473.png,MSFT,stocks,2022-11-18,train,0.030056,0.013766,-0.005602,0.015357,-0.008727,HOLD,HOLD,HOLD,HOLD
MSFT_00474,MSFT_00474.png,MSFT,stocks,2022-11-21,train,0.027972,0.026025,0.056103,0.045742,-0.051551,HOLD,BUY,HOLD,HOLD
MSFT_00475,MSFT_00475.png,MSFT,stocks,2022-11-22,train,0.026776,0.022226,0.050903,0.05962,-0.085072,HOLD,BUY,HOLD,HOLD
MSFT_00476,MSFT_00476.png,MSFT,stocks,2022-11-23,train,0.025388,-0.013435,0.039961,0.048551,-0.085591,HOLD,HOLD,HOLD,HOLD
MSFT_00477,MSFT_00477.png,MSFT,stocks,2022-11-25,train,0.023064,-0.029721,0.010527,0.005759,-0.086255,SELL,HOLD,HOLD,HOLD
MSFT_00478,MSFT_00478.png,MSFT,stocks,2022-11-28,train,0.023593,0.030442,-0.009622,-0.011378,-0.078303,BUY,HOLD,HOLD,HOLD
MSFT_00479,MSFT_00479.png,MSFT,stocks,2022-11-29,train,0.022973,0.052102,0.010738,-0.005433,-0.025089,BUY,HOLD,HOLD,HOLD
MSFT_00480,MSFT_00480.png,MSFT,stocks,2022-11-30,train,0.028493,0.059329,0.028993,0.006098,-0.007602,BUY,HOLD,HOLD,HOLD
MSFT_00481,MSFT_00481.png,MSFT,stocks,2022-12-01,train,0.027411,-0.019552,-0.038841,-0.042884,-0.064387,HOLD,HOLD,HOLD,HOLD
MSFT_00482,MSFT_00482.png,MSFT,stocks,2022-12-02,train,0.027091,-0.038299,-0.008596,-0.066979,-0.057951,SELL,HOLD,HOLD,HOLD
MSFT_00483,MSFT_00483.png,MSFT,stocks,2022-12-05,train,0.027118,-0.042658,0.007423,-0.066009,-0.078316,SELL,HOLD,HOLD,HOLD
MSFT_00484,MSFT_00484.png,MSFT,stocks,2022-12-06,train,0.027808,-0.011254,0.027671,-0.054369,-0.075825,HOLD,HOLD,HOLD,HOLD
MSFT_00485,MSFT_00485.png,MSFT,stocks,2022-12-07,train,0.026249,0.001223,0.015745,-0.044164,-0.020193,HOLD,HOLD,HOLD,HOLD
MSFT_00486,MSFT_00486.png,MSFT,stocks,2022-12-08,train,0.025848,0.032767,0.001309,-0.013845,-0.007352,BUY,HOLD,HOLD,HOLD
MSFT_00487,MSFT_00487.png,MSFT,stocks,2022-12-09,train,0.024638,0.037758,-0.028494,-0.031118,-0.021903,BUY,HOLD,HOLD,HOLD
MSFT_00488,MSFT_00488.png,MSFT,stocks,2022-12-12,train,0.025221,0.046961,-0.01486,-0.024084,-0.019794,BUY,HOLD,HOLD,HOLD
MSFT_00489,MSFT_00489.png,MSFT,stocks,2022-12-13,train,0.027883,-0.013958,-0.032522,-0.097292,-0.018022,HOLD,HOLD,SELL,HOLD
MSFT_00490,MSFT_00490.png,MSFT,stocks,2022-12-14,train,0.028463,-0.048773,-0.075696,-0.144692,-0.034691,SELL,SELL,SELL,HOLD
MSFT_00491,MSFT_00491.png,MSFT,stocks,2022-12-15,train,0.029789,-0.06742,-0.074599,-0.134143,-0.058064,SELL,SELL,SELL,HOLD
MSFT_00492,MSFT_00492.png,MSFT,stocks,2022-12-16,train,0.029207,-0.029382,-0.049602,-0.092015,-0.004831,HOLD,HOLD,SELL,HOLD
MSFT_00493,MSFT_00493.png,MSFT,stocks,2022-12-19,train,0.028854,-0.001063,-0.042409,-0.066925,0.032409,HOLD,HOLD,HOLD,HOLD
MSFT_00494,MSFT_00494.png,MSFT,stocks,2022-12-20,train,0.027497,-0.009443,0.002326,-0.019655,0.095707,HOLD,HOLD,HOLD,HOLD
MSFT_00495,MSFT_00495.png,MSFT,stocks,2022-12-21,train,0.026869,-0.012778,-0.008222,-0.0137,0.066204,HOLD,HOLD,HOLD,HOLD
MSFT_00496,MSFT_00496.png,MSFT,stocks,2022-12-22,train,0.029047,-0.031037,-0.020041,-0.021503,0.049252,HOLD,HOLD,HOLD,HOLD
MSFT_00497,MSFT_00497.png,MSFT,stocks,2022-12-23,train,0.027934,-0.015485,-0.03891,0.009028,0.116275,HOLD,HOLD,HOLD,BUY
MSFT_00498,MSFT_00498.png,MSFT,stocks,2022-12-27,train,0.02594,0.009505,-0.07126,-0.012307,0.110904,HOLD,SELL,HOLD,BUY
MSFT_00499,MSFT_00499.png,MSFT,stocks,2022-12-28,train,0.025605,0.011997,-0.052102,-0.021456,0.106617,HOLD,SELL,HOLD,BUY
MSFT_00500,MSFT_00500.png,MSFT,stocks,2022-12-29,train,0.026392,0.021304,-0.032105,0.023972,0.114951,HOLD,HOLD,HOLD,BUY
MSFT_00501,MSFT_00501.png,MSFT,stocks,2022-12-30,train,0.02528,-0.05068,-0.051771,0.006493,0.118461,SELL,SELL,HOLD,BUY
MSFT_00502,MSFT_00502.png,MSFT,stocks,2023-01-03,train,0.026551,-0.075816,-0.017032,0.009214,0.126538,SELL,HOLD,HOLD,BUY
MSFT_00503,MSFT_00503.png,MSFT,stocks,2023-01-04,train,0.030591,-0.063098,-0.004476,0.00429,0.119515,SELL,HOLD,HOLD,BUY
MSFT_00504,MSFT_00504.png,MSFT,stocks,2023-01-05,train,0.030784,-0.00868,0.043267,0.07927,0.13726,HOLD,HOLD,HOLD,BUY
MSFT_00505,MSFT_00505.png,MSFT,stocks,2023-01-06,train,0.030524,0.028994,0.078024,0.110001,0.151621,HOLD,BUY,BUY,BUY
MSFT_00506,MSFT_00506.png,MSFT,stocks,2023-01-09,train,0.030195,0.047067,0.047237,0.076078,0.118797,BUY,HOLD,HOLD,BUY
MSFT_00507,MSFT_00507.png,MSFT,stocks,2023-01-10,train,0.028628,0.048933,0.020957,0.087184,0.104506,BUY,HOLD,BUY,HOLD
MSFT_00508,MSFT_00508.png,MSFT,stocks,2023-01-11,train,0.028948,0.044359,0.048488,0.099334,0.109796,BUY,HOLD,BUY,HOLD
MSFT_00509,MSFT_00509.png,MSFT,stocks,2023-01-12,train,0.028674,0.01924,0.028475,0.115363,0.057981,HOLD,HOLD,BUY,HOLD
MSFT_00510,MSFT_00510.png,MSFT,stocks,2023-01-13,train,0.027338,-0.011385,0.014692,0.079904,0.050191,HOLD,HOLD,BUY,HOLD
MSFT_00511,MSFT_00511.png,MSFT,stocks,2023-01-17,train,0.025822,-0.03099,0.005752,0.070755,0.044214,HOLD,HOLD,BUY,HOLD
MSFT_00512,MSFT_00512.png,MSFT,stocks,2023-01-18,train,0.026185,-0.000541,0.031332,0.107248,0.026834,HOLD,HOLD,BUY,HOLD
MSFT_00513,MSFT_00513.png,MSFT,stocks,2023-01-19,train,0.025594,0.028305,0.051047,0.12321,0.065366,HOLD,BUY,BUY,HOLD
MSFT_00514,MSFT_00514.png,MSFT,stocks,2023-01-20,train,0.027246,0.042667,0.045432,0.128073,0.098466,BUY,HOLD,BUY,HOLD
MSFT_00515,MSFT_00515.png,MSFT,stocks,2023-01-23,train,0.026677,0.001622,0.031107,0.090979,0.069516,HOLD,HOLD,BUY,HOLD
MSFT_00516,MSFT_00516.png,MSFT,stocks,2023-01-24,train,0.02505,0.022097,0.041069,0.111968,0.049095,HOLD,HOLD,BUY,HOLD
MSFT_00517,MSFT_00517.png,MSFT,stocks,2023-01-25,train,0.02854,0.024971,0.089116,0.117324,0.049551,HOLD,BUY,BUY,HOLD
MSFT_00518,MSFT_00518.png,MSFT,stocks,2023-01-26,train,0.029002,0.00869,0.071138,0.115225,0.050022,HOLD,BUY,BUY,HOLD
MSFT_00519,MSFT_00519.png,MSFT,stocks,2023-01-27,train,0.026748,-0.000766,0.034752,0.05799,0.004878,HOLD,HOLD,HOLD,HOLD
MSFT_00520,MSFT_00520.png,MSFT,stocks,2023-01-30,train,0.026384,0.018327,0.07527,0.04162,0.025447,HOLD,BUY,HOLD,HOLD
MSFT_00521,MSFT_00521.png,MSFT,stocks,2023-01-31,train,0.025745,0.086352,0.09437,0.042719,0.07435,BUY,BUY,HOLD,HOLD
MSFT_00522,MSFT_00522.png,MSFT,stocks,2023-02-01,train,0.027536,0.041653,0.061846,0.017322,0.071228,BUY,BUY,HOLD,HOLD
MSFT_00523,MSFT_00523.png,MSFT,stocks,2023-02-02,train,0.030164,0.01578,0.040133,0.010462,0.091226,HOLD,HOLD,HOLD,HOLD
MSFT_00524,MSFT_00524.png,MSFT,stocks,2023-02-03,train,0.029921,0.011125,0.02508,-0.057382,0.057034,HOLD,HOLD,HOLD,HOLD
MSFT_00525,MSFT_00525.png,MSFT,stocks,2023-02-06,train,0.027774,0.031922,0.052112,-0.029713,0.054833,HOLD,BUY,HOLD,HOLD
MSFT_00526,MSFT_00526.png,MSFT,stocks,2023-02-07,train,0.030302,0.026328,0.050221,-0.026541,0.066646,HOLD,HOLD,HOLD,HOLD
MSFT_00527,MSFT_00527.png,MSFT,stocks,2023-02-08,train,0.031519,-0.01681,-0.017926,-0.080414,0.020026,HOLD,HOLD,HOLD,HOLD
MSFT_00528,MSFT_00528.png,MSFT,stocks,2023-02-09,train,0.032905,0.017062,-0.030543,-0.057844,0.042662,HOLD,HOLD,HOLD,HOLD
MSFT_00529,MSFT_00529.png,MSFT,stocks,2023-02-10,train,0.030253,0.031918,-0.039923,-0.029607,0.064816,HOLD,HOLD,HOLD,HOLD
MSFT_00530,MSFT_00530.png,MSFT,stocks,2023-02-13,train,0.032047,0.025868,-0.04255,-0.021462,0.051744,HOLD,HOLD,HOLD,HOLD
MSFT_00531,MSFT_00531.png,MSFT,stocks,2023-02-14,train,0.03057,-0.031881,-0.060436,-0.062873,0.01681,HOLD,SELL,HOLD,HOLD
MSFT_00532,MSFT_00532.png,MSFT,stocks,2023-02-15,train,0.029102,-0.050733,-0.085589,-0.067773,0.032684,SELL,SELL,HOLD,HOLD
MSFT_00533,MSFT_00533.png,MSFT,stocks,2023-02-16,train,0.028895,-0.063816,-0.0738,-0.065202,0.05325,SELL,SELL,HOLD,HOLD
MSFT_00534,MSFT_00534.png,MSFT,stocks,2023-02-17,train,0.028171,-0.041434,-0.049779,-0.053112,0.095085,SELL,HOLD,HOLD,HOLD
MSFT_00535,MSFT_00535.png,MSFT,stocks,2023-02-21,train,0.027757,-0.012831,-0.046763,-0.016173,0.107091,HOLD,HOLD,HOLD,BUY
MSFT_00536,MSFT_00536.png,MSFT,stocks,2023-02-22,train,0.026167,-0.013748,-0.006193,0.031631,0.128025,HOLD,HOLD,HOLD,BUY
MSFT_00537,MSFT_00537.png,MSFT,stocks,2023-02-23,train,0.02605,-0.005382,0.014917,0.053906,0.122688,HOLD,HOLD,HOLD,BUY
MSFT_00538,MSFT_00538.png,MSFT,stocks,2023-02-24,train,0.026067,-0.021223,0.008209,0.080764,0.135022,HOLD,HOLD,BUY,BUY
MSFT_00539,MSFT_00539.png,MSFT,stocks,2023-02-27,train,0.024518,-0.011907,0.019589,0.114416,0.149439,HOLD,HOLD,BUY,BUY
MSFT_00540,MSFT_00540.png,MSFT,stocks,2023-02-28,train,0.02272,0.00379,0.014052,0.084546,0.122745,HOLD,HOLD,BUY,BUY
MSFT_00541,MSFT_00541.png,MSFT,stocks,2023-03-01,train,0.022438,0.023262,0.01156,0.093187,0.128039,HOLD,HOLD,BUY,BUY
MSFT_00542,MSFT_00542.png,MSFT,stocks,2023-03-02,train,0.022581,0.042141,0.009376,0.100439,0.1629,BUY,HOLD,BUY,BUY
MSFT_00543,MSFT_00543.png,MSFT,stocks,2023-03-03,train,0.021965,0.012034,0.011128,0.100506,0.13059,HOLD,HOLD,BUY,BUY
MSFT_00544,MSFT_00544.png,MSFT,stocks,2023-03-06,train,0.021559,-0.006248,0.021315,0.094423,0.123334,HOLD,HOLD,BUY,BUY
MSFT_00545,MSFT_00545.png,MSFT,stocks,2023-03-07,train,0.020916,-0.017872,0.032819,0.073207,0.115674,HOLD,HOLD,BUY,BUY
MSFT_00546,MSFT_00546.png,MSFT,stocks,2023-03-08,train,0.020084,-0.02212,0.083201,0.079683,0.126597,HOLD,BUY,BUY,BUY
MSFT_00547,MSFT_00547.png,MSFT,stocks,2023-03-09,train,0.0216,0.000867,0.096599,0.100457,0.120224,HOLD,BUY,BUY,BUY
MSFT_00548,MSFT_00548.png,MSFT,stocks,2023-03-10,train,0.021463,0.033018,0.075949,0.118452,0.124454,BUY,BUY,BUY,BUY
MSFT_00549,MSFT_00549.png,MSFT,stocks,2023-03-13,train,0.025134,0.065584,0.09652,0.148197,0.125286,BUY,BUY,BUY,BUY
MSFT_00550,MSFT_00550.png,MSFT,stocks,2023-03-14,train,0.025537,0.084106,0.069849,0.123264,0.081278,BUY,BUY,BUY,HOLD
MSFT_00551,MSFT_00551.png,MSFT,stocks,2023-03-15,train,0.025849,0.069036,0.062682,0.096394,0.124513,BUY,BUY,BUY,BUY
MSFT_00552,MSFT_00552.png,MSFT,stocks,2023-03-16,train,0.029073,0.025259,0.055435,0.068782,0.138365,HOLD,BUY,HOLD,BUY
MSFT_00553,MSFT_00553.png,MSFT,stocks,2023-03-17,train,0.028639,-0.0088,0.000651,0.054258,0.106569,HOLD,HOLD,HOLD,HOLD
MSFT_00554,MSFT_00554.png,MSFT,stocks,2023-03-20,train,0.029392,-0.025884,-0.015144,0.035024,0.089394,HOLD,HOLD,HOLD,HOLD
MSFT_00555,MSFT_00555.png,MSFT,stocks,2023-03-21,train,0.028157,0.01975,0.029962,0.038199,0.115008,HOLD,HOLD,HOLD,BUY
MSFT_00556,MSFT_00556.png,MSFT,stocks,2023-03-22,train,0.028717,0.024498,0.036825,0.034852,0.106017,HOLD,HOLD,HOLD,HOLD
MSFT_00557,MSFT_00557.png,MSFT,stocks,2023-03-23,train,0.029183,0.014909,0.057134,0.062461,0.114787,HOLD,BUY,HOLD,BUY
MSFT_00558,MSFT_00558.png,MSFT,stocks,2023-03-24,train,0.027861,-0.00879,0.033886,0.030084,0.11227,HOLD,HOLD,HOLD,BUY
MSFT_00559,MSFT_00559.png,MSFT,stocks,2023-03-27,train,0.026969,-0.000214,0.023286,0.028911,0.095385,HOLD,HOLD,HOLD,HOLD
MSFT_00560,MSFT_00560.png,MSFT,stocks,2023-03-28,train,0.025462,0.027374,0.028394,0.042468,0.105071,HOLD,HOLD,HOLD,BUY
MSFT_00561,MSFT_00561.png,MSFT,stocks,2023-03-29,train,0.02493,0.046394,0.057776,0.046915,0.126389,BUY,BUY,HOLD,BUY
MSFT_00562,MSFT_00562.png,MSFT,stocks,2023-03-30,train,0.023484,0.023674,0.031166,0.019767,0.100318,HOLD,HOLD,HOLD,BUY
MSFT_00563,MSFT_00563.png,MSFT,stocks,2023-03-31,train,0.023296,0.010959,-0.004304,0.006002,0.084094,HOLD,HOLD,HOLD,HOLD
MSFT_00564,MSFT_00564.png,MSFT,stocks,2023-04-03,train,0.022201,-0.013831,-0.016825,-0.02291,0.070827,HOLD,HOLD,HOLD,HOLD
MSFT_00565,MSFT_00565.png,MSFT,stocks,2023-04-04,train,0.02146,0.015099,0.009045,-0.041986,0.081886,HOLD,HOLD,HOLD,HOLD
MSFT_00566,MSFT_00566.png,MSFT,stocks,2023-04-05,train,0.020576,0.007666,-0.003628,0.028119,0.091467,HOLD,HOLD,HOLD,BUY
MSFT_00567,MSFT_00567.png,MSFT,stocks,2023-04-06,train,0.022546,-0.005325,0.015564,0.069583,0.115698,HOLD,HOLD,BUY,BUY
MSFT_00568,MSFT_00568.png,MSFT,stocks,2023-04-10,train,0.02269,-0.028206,-0.011138,0.052311,0.089921,SELL,HOLD,HOLD,BUY
MSFT_00569,MSFT_00569.png,MSFT,stocks,2023-04-11,train,0.023235,0.001554,-0.003254,0.054371,0.10641,HOLD,HOLD,HOLD,BUY
MSFT_00570,MSFT_00570.png,MSFT,stocks,2023-04-12,train,0.022518,0.011635,0.01153,0.076809,0.110735,HOLD,HOLD,BUY,BUY
MSFT_00571,MSFT_00571.png,MSFT,stocks,2023-04-13,train,0.022681,0.018558,0.007975,0.071166,0.103922,HOLD,HOLD,BUY,BUY
MSFT_00572,MSFT_00572.png,MSFT,stocks,2023-04-14,train,0.022486,-0.005085,-0.028238,0.052326,0.119507,HOLD,HOLD,HOLD,BUY
MSFT_00573,MSFT_00573.png,MSFT,stocks,2023-04-17,train,0.022032,0.00804,-0.038184,0.082186,0.153514,HOLD,HOLD,BUY,BUY
MSFT_00574,MSFT_00574.png,MSFT,stocks,2023-04-18,train,0.021287,-0.009358,0.022494,0.066473,0.139202,HOLD,HOLD,BUY,BUY
MSFT_00575,MSFT_00575.png,MSFT,stocks,2023-04-19,train,0.020534,-0.009092,0.05551,0.062603,0.132141,HOLD,BUY,BUY,BUY
MSFT_00576,MSFT_00576.png,MSFT,stocks,2023-04-20,train,0.019622,-0.02343,0.063173,0.079474,0.144542,HOLD,BUY,BUY,BUY
MSFT_00577,MSFT_00577.png,MSFT,stocks,2023-04-21,train,0.018502,-0.038079,0.06577,0.080551,0.161131,SELL,BUY,BUY,BUY
MSFT_00578,MSFT_00578.png,MSFT,stocks,2023-04-24,train,0.01932,0.033076,0.066503,0.078092,0.163964,BUY,BUY,BUY,BUY
MSFT_00579,MSFT_00579.png,MSFT,stocks,2023-04-25,train,0.019772,0.078663,0.077251,0.093737,0.171275,BUY,BUY,BUY,BUY
MSFT_00580,MSFT_00580.png,MSFT,stocks,2023-04-26,train,0.028827,0.109397,0.103358,0.123872,0.162715,BUY,BUY,BUY,BUY
MSFT_00581,MSFT_00581.png,MSFT,stocks,2023-04-27,train,0.029475,0.033918,0.050438,0.063348,0.09858,HOLD,HOLD,HOLD,HOLD
MSFT_00582,MSFT_00582.png,MSFT,stocks,2023-04-28,train,0.028003,0.001901,0.012454,0.046115,0.071747,HOLD,HOLD,HOLD,HOLD
MSFT_00583,MSFT_00583.png,MSFT,stocks,2023-05-01,train,0.025767,-0.009352,-0.000847,0.03761,0.079172,HOLD,HOLD,HOLD,HOLD
MSFT_00584,MSFT_00584.png,MSFT,stocks,2023-05-02,train,0.024631,-0.000491,0.02185,0.052039,0.092046,HOLD,HOLD,HOLD,HOLD
MSFT_00585,MSFT_00585.png,MSFT,stocks,2023-05-03,train,0.02332,0.017012,0.015272,0.033926,0.10162,HOLD,HOLD,HOLD,BUY
MSFT_00586,MSFT_00586.png,MSFT,stocks,2023-05-04,train,0.02212,0.013865,0.014902,0.032756,0.136331,HOLD,HOLD,HOLD,BUY
MSFT_00587,MSFT_00587.png,MSFT,stocks,2023-05-05,train,0.022533,0.005193,0.013173,0.06718,0.116304,HOLD,HOLD,BUY,BUY
MSFT_00588,MSFT_00588.png,MSFT,stocks,2023-05-08,train,0.021485,0.005329,0.003502,0.071329,0.086711,HOLD,HOLD,BUY,BUY
MSFT_00589,MSFT_00589.png,MSFT,stocks,2023-05-09,train,0.020232,0.004719,0.019369,0.072728,0.079799,HOLD,HOLD,BUY,BUY
MSFT_00590,MSFT_00590.png,MSFT,stocks,2023-05-10,train,0.02014,0.006396,0.039021,0.069538,0.103428,HOLD,BUY,BUY,BUY
MSFT_00591,MSFT_00591.png,MSFT,stocks,2023-05-11,train,0.020038,-0.009167,0.021308,0.065068,0.072378,HOLD,HOLD,BUY,HOLD
MSFT_00592,MSFT_00592.png,MSFT,stocks,2023-05-12,train,0.019107,0.005242,0.037258,0.08058,0.060098,HOLD,BUY,BUY,HOLD
MSFT_00593,MSFT_00593.png,MSFT,stocks,2023-05-15,train,0.017557,0.018333,0.022337,0.085872,0.081786,HOLD,HOLD,BUY,BUY
MSFT_00594,MSFT_00594.png,MSFT,stocks,2023-05-16,train,0.017047,0.03104,0.01627,0.077537,0.08402,BUY,HOLD,BUY,BUY
MSFT_00595,MSFT_00595.png,MSFT,stocks,2023-05-17,train,0.016356,0.023135,0.046666,0.038843,0.074294,BUY,BUY,HOLD,BUY
MSFT_00596,MSFT_00596.png,MSFT,stocks,2023-05-18,train,0.016434,0.022609,0.058419,0.035232,0.08114,BUY,BUY,HOLD,BUY
MSFT_00597,MSFT_00597.png,MSFT,stocks,2023-05-19,train,0.015239,-0.010288,0.039067,0.025632,0.059331,HOLD,BUY,HOLD,BUY
MSFT_00598,MSFT_00598.png,MSFT,stocks,2023-05-22,train,0.015125,-0.014205,0.031082,0.041563,0.060369,HOLD,BUY,BUY,BUY
MSFT_00599,MSFT_00599.png,MSFT,stocks,2023-05-23,train,0.01621,0.01465,0.034878,0.040007,0.060672,HOLD,BUY,HOLD,HOLD
MSFT_00600,MSFT_00600.png,MSFT,stocks,2023-05-24,train,0.015694,0.054414,0.061926,0.067693,0.067338,BUY,BUY,BUY,BUY
MSFT_00601,MSFT_00601.png,MSFT,stocks,2023-05-25,train,0.019145,0.053837,0.068017,0.103574,0.055707,BUY,BUY,BUY,HOLD
MSFT_00602,MSFT_00602.png,MSFT,stocks,2023-05-26,train,0.020487,0.00755,0.02353,0.049123,0.019898,HOLD,HOLD,HOLD,HOLD
MSFT_00603,MSFT_00603.png,MSFT,stocks,2023-05-30,train,0.019846,-0.000932,-0.028984,0.015382,0.012864,HOLD,HOLD,HOLD,HOLD
MSFT_00604,MSFT_00604.png,MSFT,stocks,2023-05-31,train,0.020666,0.012571,-0.018128,0.00707,0.033986,HOLD,HOLD,HOLD,HOLD
MSFT_00605,MSFT_00605.png,MSFT,stocks,2023-06-01,train,0.021488,0.022731,-0.004884,0.03389,0.050038,HOLD,HOLD,HOLD,HOLD
MSFT_00606,MSFT_00606.png,MSFT,stocks,2023-06-02,train,0.020607,0.003302,-0.002197,0.00731,0.038778,HOLD,HOLD,HOLD,HOLD
MSFT_00607,MSFT_00607.png,MSFT,stocks,2023-06-05,train,0.01941,-0.036496,-0.003315,-0.020483,0.069362,SELL,HOLD,HOLD,HOLD
MSFT_00608,MSFT_00608.png,MSFT,stocks,2023-06-06,train,0.018318,-0.032308,0.004159,-0.004087,0.05541,SELL,HOLD,HOLD,HOLD
MSFT_00609,MSFT_00609.png,MSFT,stocks,2023-06-07,train,0.020667,-0.020865,0.042307,0.006482,0.038768,HOLD,BUY,HOLD,HOLD
MSFT_00610,MSFT_00610.png,MSFT,stocks,2023-06-08,train,0.019268,0.025855,0.056947,0.035452,0.061145,BUY,BUY,HOLD,HOLD
MSFT_00611,MSFT_00611.png,MSFT,stocks,2023-06-09,train,0.018986,0.027384,0.038569,0.045908,0.059238,BUY,BUY,HOLD,HOLD
MSFT_00612,MSFT_00612.png,MSFT,stocks,2023-06-12,train,0.019286,0.031773,0.020505,0.033699,0.071412,BUY,HOLD,HOLD,HOLD
MSFT_00613,MSFT_00613.png,MSFT,stocks,2023-06-13,train,0.019363,0.047807,0.023409,0.018806,0.017682,BUY,HOLD,HOLD,HOLD
MSFT_00614,MSFT_00614.png,MSFT,stocks,2023-06-14,train,0.019266,0.023766,0.002181,0.020665,-0.010737,BUY,HOLD,HOLD,HOLD
MSFT_00615,MSFT_00615.png,MSFT,stocks,2023-06-15,train,0.021693,0.002103,-0.02625,-0.000356,0.003049,HOLD,HOLD,HOLD,HOLD
MSFT_00616,MSFT_00616.png,MSFT,stocks,2023-06-16,train,0.022447,-0.042667,-0.039644,-0.047867,-0.035617,SELL,HOLD,HOLD,HOLD
MSFT_00617,MSFT_00617.png,MSFT,stocks,2023-06-20,train,0.021974,-0.007683,-0.019111,-0.029225,-0.017653,HOLD,HOLD,HOLD,HOLD
MSFT_00618,MSFT_00618.png,MSFT,stocks,2023-06-21,train,0.021403,-0.009004,-0.008914,-0.002517,-0.031706,HOLD,HOLD,HOLD,HOLD
MSFT_00619,MSFT_00619.png,MSFT,stocks,2023-06-22,train,0.021259,-0.014982,0.02071,0.026916,-0.020903,HOLD,HOLD,HOLD,HOLD
MSFT_00620,MSFT_00620.png,MSFT,stocks,2023-06-23,train,0.020882,-0.015246,-0.005076,0.016147,-0.03575,HOLD,HOLD,HOLD,HOLD
MSFT_00621,MSFT_00621.png,MSFT,stocks,2023-06-26,train,0.02113,0.002474,0.009299,0.031468,-0.014764,HOLD,HOLD,HOLD,HOLD
